-1.017172	-0.249817	0.394762	-0.208891	0.08782	-0.239585	0.435687	-3.05322	1.223505	0.271985	-0.515833	0.486844	0.231059	0.0162	0.077588	-0.024726	-3.697799	0.343605	0.722166	1.346282	-0.300974	-1.354808	0.415224	-0.05542	0.343605	0.026431	-1.620824	1.131422	1.325819	-2.081237	0.844943	-0.096346	-0.208891	0.96772	1.243968	-1.00694	0.916563	0.435687
0.074113	0.906262	1.155907	0.479786	0.365365	0.78144	0.16773	-1.038886	0.344562	0.573403	0.05331	0.698225	0.427777	0.136524	0.916664	-0.61241	-0.549998	0.105319	1.135103	-0.716428	-0.404372	0.729431	-1.6734	-1.070092	0.105319	-0.758036	-1.735811	0.458982	0.479786	-0.331559	1.155907	0.843851	-0.269148	-0.487587	0.625412	-0.955671	1.457561	0.219739
-0.406939	0.057617	-2.436312	2.225541	-0.55364	1.818037	2.005489	0.122817	0.929677	0.408071	-0.51289	0.750374	-0.186886	-0.895944	-0.961145	-0.341738	-0.080935	-0.904094	0.880776	0.709624	-1.213798	-1.303449	-0.023884	-0.863344	-0.626991	-0.56994	-0.55364	-0.952995	0.082067	-0.708492	0.465121	-0.235787	-0.50474	-0.341738	-0.398789	1.174179	1.076378	0.057617
-0.905824	0.837052	1.069436	-1.585099	-0.190798	-1.057767	-1.200772	-1.710228	0.702985	0.265031	-0.959451	-1.468907	-0.146109	0.479539	-0.360617	0.604669	0.997933	-0.995202	0.157777	0.256094	-0.51256	-1.906861	-2.014115	0.586793	1.132001	-1.20971	-0.968389	0.461664	0.032648	1.096249	0.363348	1.25713	1.319695	-0.789632	-0.51256	1.149876	1.212441	1.811276
-0.341244	-0.087528	-1.004181	-1.35611	0.190742	-0.153003	-1.192422	-2.354607	0.35443	0.616331	0.739097	0.608147	0.166189	1.033736	0.395352	0.288955	-1.22516	0.829126	0.878232	-0.071159	0.83731	-0.447641	-0.521301	-0.725911	-1.347926	0.07616	-1.519798	0.509934	1.65575	0.935523	-0.930521	0.534487	-1.257897	-0.94689	-1.012365	0.362615	-1.167869	-0.578592
-1.077075	-0.025783	-1.689219	-1.256726	0.746051	-1.077075	-1.030498	-2.620743	-0.924039	0.998893	-0.225396	0.486555	1.125314	-0.012476	0.746051	-0.039091	0.014139	0.373441	1.165237	-0.052398	0.326865	-1.163573	-0.684504	0.000832	-0.431662	0.805935	-1.462992	-0.098974	1.604384	0.346826	-0.744387	-0.178819	-1.130305	-0.884116	-0.544775	-1.070421	-0.451623	-0.757695
0.926511	-0.931584	0.343441	0.7825	0.24158	0.462865	0.687663	-0.738399	0.22753	1.379619	0.578776	-0.246653	0.055419	-0.647074	-0.35554	1.028372	0.080006	0.101081	0.519065	1.372594	-0.186941	-0.36959	-0.257191	-1.219607	-0.004293	-1.454942	1.699253	0.118643	0.329391	1.365569	-0.998321	0.118643	-0.267728	0.276704	-1.005346	0.368028	-0.548725	-1.001834
0.147111	0.227202	-1.765056	-0.623763	0.687724	0.046998	0.117077	-2.726146	0.167134	0.427429	0.817872	0.637667	1.288405	-0.373479	0.057009	0.43744	0.467474	0.497508	-0.073138	-0.103173	1.668836	-0.333434	0.717758	0.377372	0.06702	0.827883	-0.60374	-0.493615	0.857917	-0.463581	-0.033093	-0.323422	-1.244466	-1.745034	-0.994183	-0.523649	-1.995317	-0.113184
1.922802	0.233942	1.408315	-0.347652	-0.112777	0.077359	0.513555	-0.112777	-0.627264	1.083964	-0.26936	-0.918061	-0.750294	-1.309519	-0.884508	-0.1687	0.200389	0.17802	-0.515419	-0.828585	0.513555	0.491186	0.390525	1.162256	0.938566	0.6254	0.94975	0.781983	-0.425943	0.27868	-0.515419	-1.812821	1.408315	0.815536	2.269522	0.435263	-0.906877	1.889249
0.474334	-0.106453	-1.378024	-0.295649	0.676729	0.417135	-0.520044	-1.175629	1.794304	0.373136	1.107919	-0.722439	0.579931	0.065143	-0.533243	-0.137252	0.329137	-0.67404	-0.520044	1.631508	-1.316426	-0.946834	-0.506844	-1.14483	-0.454045	-0.810437	1.107919	-0.326448	1.873502	0.302738	-0.67844	0.342337	0.980322	-0.304449	0.65473	-1.008433	1.143119	2.036298
-0.221121	0.115232	0.115232	2.04366	0.877634	1.830636	-0.635958	2.032448	1.600794	-0.792923	1.152323	1.174746	0.019932	1.062628	1.157929	-0.557475	-0.736864	-1.162912	0.070385	-0.703228	-0.490204	-0.069762	1.494282	0.56931	0.266591	-1.0564	-0.215516	0.115232	-0.383692	-0.271574	0.832787	1.275652	1.314894	1.438223	0.827181	0.260986	-1.095641	1.550341
